"metacell","cell_type","top1_gene","top1_lfp","top2_gene","top2_lfp","color"
"M118.49","GMP","S100A8",11.7986798099317,"S100A9",11.7085360648613,"#B4EEB4"
"M119.18","GMP","S100A8",12.1120553874042,"S100A9",11.9388121556962,"#B4EEB4"
"M120.18","GMP","S100A8",11.4434542834536,"S100A9",11.4404074138712,"#B4EEB4"
"M121.83","GMP","S100A8",11.9998376729751,"S100A9",11.9337358758911,"#B4EEB4"
"M122.87","GMP","S100A8",12.2401200470734,"S100A9",12.013427497251,"#B4EEB4"
"M123.18","GMP","S100A8",11.8634219059466,"S100A9",11.6745862425487,"#B4EEB4"
"M124.34","GMP","S100A9",10.8044565195771,"S100A8",10.7183033098571,"#B4EEB4"
"M125.26","GMP","S100A9",11.0158376148456,"S100A8",10.8801376875547,"#B4EEB4"
"M126.37","GMP","S100A8",11.8496098020367,"S100A9",11.7296616887543,"#B4EEB4"
"M127.40","GMP","S100A8",12.1906056972118,"S100A9",11.8038363499905,"#B4EEB4"
"M128.13","GMP","S100A8",11.6489815766985,"S100A9",11.6097430609714,"#B4EEB4"
"M129.85","GMP","S100A8",11.7494693758167,"S100A9",11.6171953037924,"#B4EEB4"
"M130.38","GMP","S100A9",11.4410986001822,"S100A8",11.4235029042492,"#B4EEB4"
"M131.09","GMP","S100A8",11.5770496492636,"S100A9",11.4978250392025,"#B4EEB4"
"M132.83","GMP","S100A9",10.4781596429215,"LYZ",10.2063556605203,"#B4EEB4"
"M133.68","GMP","S100A9",11.2412368108651,"S100A8",11.0977660772772,"#B4EEB4"
"M134.87","GMP","S100A8",11.6309952448715,"S100A9",11.5852350105597,"#B4EEB4"
"M135.43","GMP","S100A8",11.4801693589748,"S100A9",11.4533982074082,"#B4EEB4"
"M136.61","GMP","S100A9",11.4024284258591,"S100A8",11.3913026097711,"#B4EEB4"
"M137.68","GMP","S100A9",11.4260680613162,"S100A8",11.2645913563416,"#B4EEB4"
"M138.36","GMP","S100A8",11.6116861098371,"S100A9",11.6081874406494,"#B4EEB4"
"M139.48","GMP","LYZ",10.4919984363988,"S100A9",10.2413813760501,"#B4EEB4"
"M140.60","GMP","S100A8",11.466516377065,"S100A9",11.391969400217,"#B4EEB4"
"M141.92","GMP","S100A8",12.0172248306469,"S100A9",11.8681650790739,"#B4EEB4"
"M142.35","GMP","S100A8",12.5508829172258,"S100A9",12.1303109029997,"#B4EEB4"
"M143.24","GMP","S100A9",11.7544876451374,"S100A8",11.7260603681804,"#B4EEB4"
"M144.42","GMP","S100A9",10.3943215819631,"LYZ",10.110920903329,"#B4EEB4"
"M145.55","GMP","S100A8",12.2244521329724,"S100A9",11.9889203686392,"#B4EEB4"
"M146.98","GMP","S100A8",11.3932545149491,"S100A9",11.2796067129141,"#B4EEB4"
"M147.76","GMP","S100A8",11.913472806191,"S100A9",11.6546768474804,"#B4EEB4"
"M148.67","GMP","S100A8",11.9707488004404,"S100A9",11.8112115600689,"#B4EEB4"
"M149.54","GMP","S100A8",11.8218855623281,"S100A9",11.7607374772727,"#B4EEB4"
"M150.81","GMP","S100A8",11.2055702469019,"S100A9",11.0375810853535,"#B4EEB4"
"M151.97","GMP","S100A8",11.7369302388099,"S100A9",11.5733443518469,"#B4EEB4"
"M152.05","GMP","S100A8",11.6422308348823,"S100A9",11.5634086348949,"#B4EEB4"
"M153.04","GMP","S100A9",10.7323295259692,"LYZ",10.539937082522,"#B4EEB4"
"M154.76","GMP","S100A8",12.1659587917949,"S100A9",11.9459435540067,"#B4EEB4"
"M155.81","GMP","S100A8",12.1422467172421,"S100A9",12.0882254851347,"#B4EEB4"
"M156.40","GMP","S100A9",11.4623633623282,"S100A8",11.4504679122677,"#B4EEB4"
"M157.21","GMP","S100A9",11.7310699399739,"S100A8",11.6875913028054,"#B4EEB4"
"M158.69","GMP","LYZ",10.4895969281732,"S100A9",10.2795011675213,"#B4EEB4"
"M159.02","GMP","S100A8",12.1820676261123,"S100A9",11.8694428199464,"#B4EEB4"
"M160.57","GMP","S100A9",11.1566411444626,"S100A8",11.0964845446561,"#B4EEB4"
"M161.30","GMP","S100A9",11.4142928917857,"S100A8",11.371085360033,"#B4EEB4"
"M162.04","GMP","S100A9",11.1535615563516,"LYZ",10.7962472938462,"#B4EEB4"
"M163.81","GMP","S100A8",11.440257843279,"S100A9",11.3555870879267,"#B4EEB4"
"M164.66","GMP","S100A8",11.3764264244677,"S100A9",11.3541429550215,"#B4EEB4"
"M165.80","GMP","S100A9",11.1742591112189,"S100A8",10.9746785190389,"#B4EEB4"
"M166.16","GMP","S100A8",12.1769615485675,"S100A9",11.8794774072526,"#B4EEB4"
"M167.51","GMP","S100A9",11.5301510293885,"S100A8",11.3576644679803,"#B4EEB4"
"M168.06","GMP","S100A8",12.4250794587699,"S100A9",12.1776565063051,"#B4EEB4"
"M169.64","GMP","S100A9",10.7176846412121,"LYZ",10.4808344999655,"#B4EEB4"
"M170.08","GMP","S100A9",10.4906124001863,"LYZ",10.2602895839154,"#B4EEB4"
"M171.48","GMP","S100A8",12.0178208295242,"S100A9",11.7184031454649,"#B4EEB4"
"M172.88","GMP","S100A9",10.6539487205163,"LYZ",10.4448529974376,"#B4EEB4"
"M173.79","GMP","S100A9",11.4685839313086,"S100A8",11.4477813320835,"#B4EEB4"
"M174.16","GMP","S100A9",10.7543213653809,"S100A8",10.6498307312776,"#B4EEB4"
"M175.12","GMP","S100A9",11.4660697819522,"S100A8",11.4037186140461,"#B4EEB4"
"M176.09","GMP","S100A9",11.0681445381675,"LYZ",10.8119849676651,"#B4EEB4"
"M177.68","GMP","S100A8",11.7182264101024,"S100A9",11.6390272666587,"#B4EEB4"
"M178.15","GMP","S100A8",11.476756834881,"S100A9",11.305705342009,"#B4EEB4"
"M179.74","GMP","S100A9",11.4122786091756,"S100A8",11.3370215689055,"#B4EEB4"
"M180.77","GMP","S100A9",11.8926628974092,"S100A8",11.8180426948953,"#B4EEB4"
"M181.37","GMP","S100A9",11.4379724913552,"S100A8",11.4328034496272,"#B4EEB4"
"M182.91","GMP","S100A8",12.0764182386373,"S100A9",11.7394829511025,"#B4EEB4"
"M183.36","GMP","S100A9",10.8320209458681,"S100A8",10.7619064917295,"#B4EEB4"
"M184.22","GMP","S100A9",11.4569798858193,"S100A8",11.3484784224933,"#B4EEB4"
"M185.76","GMP","S100A8",11.643706822681,"S100A9",11.4987747421148,"#B4EEB4"
"M186.49","GMP","S100A8",10.8424494267985,"S100A9",10.7687844190947,"#B4EEB4"
"M187.68","GMP","S100A8",12.2415496557315,"S100A9",11.8746013613578,"#B4EEB4"
"M188.19","GMP","S100A9",11.449497259008,"S100A8",11.4384105495214,"#B4EEB4"
"M189.84","GMP","S100A9",10.7658727180232,"LYZ",10.620152800512,"#B4EEB4"
"M190.93","GMP","S100A8",11.2863088948278,"S100A9",11.1476532707534,"#B4EEB4"
"M191.15","GMP","S100A9",11.4141490929268,"S100A8",11.3246913632903,"#B4EEB4"
"M192.09","GMP","S100A8",11.5701527458068,"S100A9",11.4500412197173,"#B4EEB4"
"M193.24","GMP","S100A8",12.3184835843025,"S100A9",11.8418404560107,"#B4EEB4"
"M194.59","GMP","S100A8",12.5177294357783,"S100A9",12.1951824764647,"#B4EEB4"
"M195.36","GMP","S100A8",11.3068771058242,"S100A9",11.2520095386655,"#B4EEB4"
"M196.14","GMP","S100A9",11.801207131489,"S100A8",11.7425034181437,"#B4EEB4"
"M197.30","GMP","S100A9",10.74059483284,"S100A8",10.5630504774015,"#B4EEB4"
"M198.48","GMP","S100A9",11.1695003117215,"S100A8",11.0194023928887,"#B4EEB4"
"M199.23","GMP","S100A8",11.1679843184717,"S100A9",10.9609632300785,"#B4EEB4"
"M200.06","GMP","S100A8",11.5258544236304,"S100A9",11.4693729186288,"#B4EEB4"
"M201.45","GMP","S100A8",12.5031737495157,"S100A9",12.095815991087,"#B4EEB4"
"M202.12","GMP","S100A8",11.4358530743108,"S100A9",11.4253736324002,"#B4EEB4"
"M203.75","GMP","S100A9",10.9844769596519,"S100A8",10.7990009906529,"#B4EEB4"
"M204.19","GMP","S100A8",11.8112806187191,"S100A9",11.7515796226612,"#B4EEB4"
"M205.51","GMP","S100A8",10.5976487586028,"S100A9",10.5937198887363,"#B4EEB4"
"M206.29","GMP","S100A8",11.6530716100527,"S100A9",11.4568132995505,"#B4EEB4"
"M207.26","GMP","S100A8",11.4115761529757,"S100A9",11.1644365245651,"#B4EEB4"
"M208.20","GMP","LYZ",10.2992254217063,"S100A9",10.1445153558971,"#B4EEB4"
"M209.00","GMP","S100A8",12.7025595138767,"S100A9",12.3697536418651,"#B4EEB4"
"M210.72","GMP","S100A9",11.3419797411465,"S100A8",11.2395577899483,"#B4EEB4"
"M211.66","GMP","LYZ",10.3982261977466,"S100A9",10.1402981578905,"#B4EEB4"
"M212.41","GMP","S100A8",12.3319527098451,"S100A9",11.9719803475787,"#B4EEB4"
"M213.01","GMP","S100A9",11.2491527366865,"S100A8",10.9403562068317,"#B4EEB4"
"M214.78","GMP","S100A9",11.4470083702208,"S100A8",11.2550243285491,"#B4EEB4"
"M215.09","GMP","S100A9",11.1411699275755,"S100A8",10.9634151580973,"#B4EEB4"
"M216.00","GMP","S100A9",11.2233061220135,"S100A8",11.0964543964078,"#B4EEB4"
"M217.26","GMP","S100A9",10.7721436584034,"S100A8",10.71798495423,"#B4EEB4"
"M218.92","GMP","S100A8",12.1019606310016,"S100A9",11.9806919746328,"#B4EEB4"
"M219.55","GMP","S100A9",11.3001505904005,"S100A8",11.2017515803253,"#B4EEB4"
"M220.17","GMP","S100A9",10.6132521689326,"LYZ",10.4949848131987,"#B4EEB4"
"M221.86","GMP","S100A8",11.1958112556742,"S100A9",11.161447402774,"#B4EEB4"
"M222.38","GMP","S100A9",11.7241132362744,"S100A8",11.6117236421124,"#B4EEB4"
"M223.12","GMP","S100A8",11.4909468457681,"S100A9",11.4129556912967,"#B4EEB4"
"M224.00","GMP","S100A9",11.1687408593281,"S100A8",10.934570907609,"#B4EEB4"
"M225.55","GMP","LYZ",10.3784109319083,"S100A9",10.0303608086895,"#B4EEB4"
"M226.06","GMP","S100A8",12.2228860442584,"S100A9",11.7826688029496,"#B4EEB4"
"M227.55","GMP","S100A9",11.230310282167,"S100A8",11.1963619506864,"#B4EEB4"
"M228.88","GMP","S100A9",11.1174770268525,"LYZ",10.8637093821167,"#B4EEB4"
"M229.01","GMP","S100A9",11.4399962976427,"S100A8",11.4309842750625,"#B4EEB4"
"M230.34","GMP","S100A8",11.8764872368521,"S100A9",11.6931809093431,"#B4EEB4"
"M231.36","GMP","S100A8",11.1425904697839,"S100A9",11.0212523638056,"#B4EEB4"
"M232.67","GMP","S100A9",10.8646231320686,"S100A8",10.6137819892269,"#B4EEB4"
"M233.32","GMP","S100A8",11.3881253979766,"S100A9",11.3866708823155,"#B4EEB4"
"M234.59","GMP","S100A9",11.5529871886207,"S100A8",11.4931369910877,"#B4EEB4"
"M235.64","GMP","S100A8",11.9810483053223,"S100A9",11.8994277127434,"#B4EEB4"
"M236.11","GMP","S100A8",11.351962157242,"S100A9",11.14671100782,"#B4EEB4"
"M237.02","GMP","S100A9",11.2680863369848,"S100A8",10.8960059531308,"#B4EEB4"
"M238.50","CD8","GNLY",9.87706075510184,"NKG7",8.61267821710387,"#FFA500"
"M239.53","CD8","GNLY",9.73258935533319,"CCL5",8.64069349411836,"#FFA500"
"M240.20","CD8","GNLY",9.15386059444793,"CCL5",8.46773183014489,"#FFA500"
"M241.05","CD8","GNLY",10.1362933040177,"NKG7",9.5025482706864,"#FFA500"
"M242.65","CD8","GNLY",9.543840404925,"NKG7",8.73347900653911,"#FFA500"
"M243.01","CD8","GNLY",9.33316871646251,"NKG7",8.46282415924907,"#FFA500"
"M244.06","CD8","GNLY",9.57833642753227,"NKG7",9.10022130690422,"#FFA500"
"M245.75","CD8","GNLY",9.26211441157666,"NKG7",8.51010070102894,"#FFA500"
"M246.38","CD8","GNLY",9.39326269869176,"NKG7",8.63643662138296,"#FFA500"
"M247.34","CD8","GNLY",9.33293687904708,"NKG7",8.51380522297093,"#FFA500"
"M248.70","CD8","GNLY",9.97759952285758,"NKG7",8.8628521707205,"#FFA500"
"M249.78","CD8","GNLY",8.52547221715651,"NKG7",7.84425382292169,"#FFA500"
"M250.38","CD8","GNLY",9.53216740661805,"NKG7",8.75110908450965,"#FFA500"
"M251.80","CD8","GNLY",8.66610915575586,"NKG7",8.33131718461635,"#FFA500"
"M252.11","NK","GNLY",9.68194608424505,"NKG7",8.68495840393221,"#8B4513"
"M253.15","CD8","GNLY",9.39113814069761,"NKG7",8.86445989874194,"#FFA500"
"M254.09","CD8","GNLY",9.62279665793318,"NKG7",9.02373011975041,"#FFA500"
"M255.78","CD8","GNLY",9.64610322957414,"NKG7",9.17258764247691,"#FFA500"
"M256.84","CD8","CCL5",8.90807937521455,"NKG7",8.69729678503361,"#FFA500"
"M257.31","CD8","GNLY",8.93932129466319,"NKG7",8.73992153861148,"#FFA500"
"M258.97","CD8","GNLY",9.43904072955024,"CCL5",9.10869813311405,"#FFA500"
"M259.34","CD8","GNLY",9.31313661295962,"NKG7",8.59424908348477,"#FFA500"
"M260.37","CD8","GNLY",9.67339974722425,"NKG7",8.94961592448269,"#FFA500"
"M261.77","CD8","GNLY",9.46351211932306,"NKG7",8.30774005450308,"#FFA500"
"M262.28","CD8","GNLY",9.65640439965223,"NKG7",8.82036173140104,"#FFA500"
"M263.11","CD8","GNLY",9.98523253923742,"NKG7",9.39675743982053,"#FFA500"
"M264.54","CD8","GNLY",9.65222759392619,"NKG7",9.02937699697086,"#FFA500"
"M265.66","CD8","GNLY",9.67052139780978,"CCL5",9.12198887819467,"#FFA500"
"M266.46","CD8","GNLY",9.51966774653079,"NKG7",8.93782184518635,"#FFA500"
"M267.47","CD8","GNLY",9.30981858623326,"NKG7",8.68883946901033,"#FFA500"
"M268.09","CD8","GNLY",9.71261570299861,"NKG7",8.56629087238911,"#FFA500"
"M269.05","CD8","GNLY",9.63861796319002,"NKG7",9.05555914426012,"#FFA500"
"M270.43","CD8","GNLY",9.82252311232448,"CCL5",8.90784670504167,"#FFA500"
"M271.47","CD8","GNLY",10.0139412602948,"NKG7",9.02436111290753,"#FFA500"
"M272.92","CD8","GNLY",9.72887001150478,"CCL5",9.10373273367952,"#FFA500"
"M273.60","CD8","NKG7",9.17611676167798,"GNLY",8.97929702311771,"#FFA500"
"M274.93","CD8","GNLY",9.03372227185309,"CCL5",8.92057617041268,"#FFA500"
"M275.78","CD8","GNLY",10.0945754057995,"NKG7",9.24510123002992,"#FFA500"
"M276.17","CD8","GNLY",9.11501393501069,"NKG7",8.89890705105429,"#FFA500"
"M277.25","CD8","GNLY",9.26266663633452,"CCL5",8.37992321499101,"#FFA500"
"M278.08","CD8","GNLY",9.27263536778574,"NKG7",8.48830401706772,"#FFA500"
"M279.62","CD8","GNLY",9.49904011645561,"NKG7",8.35183483480557,"#FFA500"
"M280.97","CD8","GNLY",9.69566687306586,"CCL5",8.90762380886289,"#FFA500"
"M281.90","CD8","GNLY",10.6396856237357,"NKG7",9.18546764224536,"#FFA500"
"M282.88","CD8","GNLY",9.78012127310256,"CCL5",8.87063313903016,"#FFA500"
"M283.75","CD8","GNLY",9.64134864782933,"NKG7",9.31336649388149,"#FFA500"
"M284.82","CD8","NKG7",9.41401002101466,"GNLY",9.23885836760587,"#FFA500"
"M285.09","CD8","GNLY",9.7797538150925,"CCL5",9.03760126368916,"#FFA500"
"M286.39","CD8","GNLY",8.84759356539235,"NKG7",8.73114279727114,"#FFA500"
"M287.48","CD8","GNLY",9.64952095734486,"NKG7",8.92849051608649,"#FFA500"
"M288.11","CD8","GNLY",9.5693646409136,"NKG7",9.47707221100577,"#FFA500"
"M289.09","CD8","GNLY",9.27636606502206,"NKG7",8.51852026623918,"#FFA500"
"M290.41","CD8","GNLY",9.32980437255823,"NKG7",8.52995403417447,"#FFA500"
"M291.13","CD8","GNLY",9.64873832565647,"NKG7",8.96859530196018,"#FFA500"
"M292.73","CD8","CCL5",8.51633646651912,"NKG7",8.198054254433,"#FFA500"
"M293.84","CD8","GNLY",9.32819699089185,"NKG7",8.79962869734784,"#FFA500"
"M294.08","CD8","GNLY",9.4209071306755,"CCL5",8.73529688909158,"#FFA500"
"M295.32","NK","GNLY",10.6081520829764,"NKG7",9.4335835839274,"#8B4513"
"M296.55","CD8","GNLY",8.33658627834563,"CCL5",7.96816870215625,"#FFA500"
"M297.79","CD8","GNLY",9.23612369317585,"CCL5",8.60374985073092,"#FFA500"
"M298.62","CD8","GNLY",10.1288846621221,"NKG7",9.23443699160017,"#FFA500"
"M299.68","CD8","GNLY",9.58903818731783,"NKG7",8.62112084867996,"#FFA500"
"M300.91","CD8","GNLY",9.64880221312837,"CCL5",8.76481655971091,"#FFA500"
"M301.52","CD8","CCL5",8.72968176544208,"NKG7",8.5472810492403,"#FFA500"
"M302.37","CD8","GNLY",9.46217036280835,"CCL5",8.64186751059556,"#FFA500"
"M303.80","CD8","NKG7",8.80340156735875,"CCL5",8.7279947025789,"#FFA500"
"M304.83","CD8","GNLY",9.25243446394095,"CCL5",8.458737728497,"#FFA500"
