"metacell","cell_type","top1_gene","top1_lfp","top2_gene","top2_lfp","color"
"M112.97","B","CD79A",7.86525089910801,"HLA-DRA",7.73851415023561,"#ADD8E6"
"M113.67","B","HLA-DRA",7.7020646400417,"CD79A",7.52648240766735,"#ADD8E6"
"M114.54","B","CD79A",8.0555361747049,"HLA-DRA",7.66793094497882,"#ADD8E6"
"M115.97","B","CD79A",7.98413945754912,"HLA-DRA",7.55599960771783,"#ADD8E6"
"M116.85","B","HLA-DRA",7.56938081217123,"CD79A",7.55079028305126,"#ADD8E6"
"M117.19","B","HLA-DRA",7.82910016071639,"TCL1A",7.58982506058221,"#ADD8E6"
"M118.12","B","HLA-DRA",7.82320167362853,"TCL1A",7.56264521707434,"#ADD8E6"
"M119.48","B","CD79A",7.90279462554946,"HLA-DRA",7.69226640969791,"#ADD8E6"
"M120.07","B","HLA-DRA",7.62861163631331,"CD79A",7.5760252175978,"#ADD8E6"
"M121.84","B","CD79A",7.7586581517609,"HLA-DRA",7.6014888697124,"#ADD8E6"
"M122.62","B","HLA-DRA",7.57625793138504,"CD79A",7.53027113404801,"#ADD8E6"
"M123.81","B","TCL1A",8.1694153512401,"CD79B",7.72344454868333,"#ADD8E6"
"M124.48","B","CD79A",7.99804905110385,"HLA-DRA",7.57556064931696,"#ADD8E6"
"M125.22","B","HLA-DRA",7.69558767202216,"CD79A",7.3798575477468,"#ADD8E6"
"M126.13","B","CD79A",7.81845457046473,"HLA-DRA",7.66103279220384,"#ADD8E6"
"M127.03","B","CD79A",8.20726049248197,"HLA-DRA",7.73598883942059,"#ADD8E6"
"M128.56","B","CD79A",8.03087070866952,"HLA-DRA",7.74116340264536,"#ADD8E6"
"M129.65","B","CD79A",7.78559463255327,"HLA-DRA",7.72970865824519,"#ADD8E6"
"M130.32","B","HLA-DRA",7.49781822827021,"CD79A",7.40681131119091,"#ADD8E6"
"M131.35","B","TCL1A",8.12694739153527,"HLA-DRA",7.52153837747239,"#ADD8E6"
"M132.32","B","CD79A",7.89692030700761,"HLA-DRA",7.74729015084855,"#ADD8E6"
"M133.37","B","CD79A",8.20557258423709,"TCL1A",8.19319275996094,"#ADD8E6"
"M134.90","B","CD79A",8.07909103954265,"HLA-DRA",7.67321938742249,"#ADD8E6"
"M135.33","B","HLA-DRA",7.69195005360223,"CD79A",7.18903372651741,"#ADD8E6"
"M136.74","B","CD79A",7.71075780950988,"HLA-DRA",7.5897183547207,"#ADD8E6"
"M137.59","B","HLA-DRA",7.57561159320685,"CD79A",6.7854569293973,"#ADD8E6"
"M138.16","B","CD79A",7.98697511433191,"TCL1A",7.9132269568139,"#ADD8E6"
"M139.48","B","HLA-DRA",7.34169519425494,"MS4A1",6.29743977308434,"#ADD8E6"
"M140.68","B","CD79A",8.19596460407728,"HLA-DRA",7.79324857083178,"#ADD8E6"
"M141.90","GMP","S100A9",11.5013248335407,"S100A8",11.2096348917091,"#B4EEB4"
"M142.41","GMP","S100A9",11.556829719896,"S100A8",11.4971588807888,"#B4EEB4"
"M143.33","GMP","S100A9",11.4779482687459,"S100A8",11.389600635965,"#B4EEB4"
"M144.05","GMP","S100A9",11.534177245028,"S100A8",11.46083485056,"#B4EEB4"
"M145.65","GMP","S100A9",11.5381371435116,"S100A8",11.5345656481689,"#B4EEB4"
"M146.41","GMP","S100A9",11.4143662288593,"S100A8",11.3111683954932,"#B4EEB4"
"M147.74","GMP","S100A9",11.6206518181776,"S100A8",11.4810091584888,"#B4EEB4"
"M148.83","GMP","S100A8",11.752321351101,"S100A9",11.6706421225675,"#B4EEB4"
"M149.35","GMP","S100A9",11.6601115309114,"S100A8",11.5192109448186,"#B4EEB4"
"M150.93","GMP","S100A8",11.5785303716459,"S100A9",11.5530763179128,"#B4EEB4"
"M151.17","GMP","S100A8",12.2141918342649,"S100A9",12.0461081234596,"#B4EEB4"
"M152.55","GMP","S100A8",11.7345407865453,"S100A9",11.5942780814799,"#B4EEB4"
"M153.01","GMP","S100A8",11.440896155329,"S100A9",11.4267690000847,"#B4EEB4"
"M154.01","GMP","S100A8",11.9976713377713,"S100A9",11.8706061129445,"#B4EEB4"
"M155.94","GMP","S100A9",11.2823547051448,"S100A8",11.2234274281135,"#B4EEB4"
"M156.78","GMP","S100A9",11.9074994571528,"S100A8",11.8902496516079,"#B4EEB4"
"M157.86","GMP","S100A9",11.6684870070186,"S100A8",11.5753333035011,"#B4EEB4"
"M158.86","GMP","S100A8",11.9536730273347,"S100A9",11.7199064678363,"#B4EEB4"
"M159.82","GMP","S100A8",11.6605906652949,"S100A9",11.5451992558071,"#B4EEB4"
"M160.01","GMP","S100A9",11.2806457371836,"S100A8",11.0194960367895,"#B4EEB4"
"M161.87","GMP","S100A9",11.7300288280007,"S100A8",11.6736054490031,"#B4EEB4"
"M162.50","GMP","S100A8",11.3256211352387,"S100A9",11.2692309071355,"#B4EEB4"
"M163.13","GMP","S100A8",11.8410535825108,"S100A9",11.7778362706601,"#B4EEB4"
"M164.42","GMP","S100A9",11.7289992090432,"S100A8",11.6655723433344,"#B4EEB4"
"M165.86","GMP","S100A8",11.8809231273332,"S100A9",11.6483283580785,"#B4EEB4"
"M166.61","GMP","S100A9",10.7051586250924,"S100A8",10.495105777237,"#B4EEB4"
"M167.30","GMP","S100A8",12.2053807815902,"S100A9",11.9273080094683,"#B4EEB4"
"M168.53","GMP","S100A9",11.6591480929903,"S100A8",11.6201417721137,"#B4EEB4"
"M169.21","GMP","S100A8",11.9842859978994,"S100A9",11.8404373762684,"#B4EEB4"
"M170.88","GMP","S100A8",11.9707063029836,"S100A9",11.8644132284486,"#B4EEB4"
"M171.52","GMP","S100A9",11.7224432637219,"S100A8",11.659303353759,"#B4EEB4"
"M172.41","GMP","S100A9",11.4390319397067,"S100A8",11.2990473372154,"#B4EEB4"
"M173.71","GMP","S100A9",10.7322105588539,"LYZ",10.450166772326,"#B4EEB4"
"M174.68","GMP","S100A8",11.9487209834236,"S100A9",11.8081865716317,"#B4EEB4"
"M175.59","GMP","S100A8",11.2495739774282,"S100A9",11.2465234338691,"#B4EEB4"
"M176.12","GMP","S100A8",12.1833598831387,"S100A9",11.9574877775729,"#B4EEB4"
"M177.94","GMP","S100A9",11.3944450503143,"S100A8",11.2084609813567,"#B4EEB4"
"M178.32","GMP","S100A9",11.2035535117093,"S100A8",11.1128604913428,"#B4EEB4"
"M179.30","GMP","S100A9",11.7613126544152,"S100A8",11.7422528417705,"#B4EEB4"
"M180.71","GMP","S100A9",11.145358874195,"S100A8",10.8401901970959,"#B4EEB4"
"M181.46","GMP","S100A8",12.0979698409792,"S100A9",11.9608092056172,"#B4EEB4"
"M182.08","GMP","S100A9",10.8991454765371,"LYZ",10.7573052699431,"#B4EEB4"
"M183.90","GMP","S100A9",11.6550669794194,"S100A8",11.6522807677048,"#B4EEB4"
"M184.98","GMP","S100A9",11.489931349169,"S100A8",11.3208459592165,"#B4EEB4"
"M185.81","GMP","S100A8",11.5944122095026,"S100A9",11.4474801190231,"#B4EEB4"
"M186.96","GMP","S100A8",11.6010266804605,"S100A9",11.5766649681913,"#B4EEB4"
"M187.16","GMP","S100A9",11.3092375671933,"S100A8",11.2271857918544,"#B4EEB4"
"M188.96","GMP","S100A9",11.0767857815146,"S100A8",10.9075413705503,"#B4EEB4"
"M189.35","GMP","S100A9",11.3009166161349,"S100A8",11.1669280644775,"#B4EEB4"
"M190.98","GMP","S100A9",11.5416959936582,"S100A8",11.4086161016225,"#B4EEB4"
"M191.44","GMP","S100A9",11.0926317909484,"S100A8",11.0524033070966,"#B4EEB4"
"M192.49","GMP","S100A9",11.6377522746915,"S100A8",11.4251283065417,"#B4EEB4"
"M193.71","GMP","S100A9",11.1899872551017,"S100A8",10.8279068642761,"#B4EEB4"
"M194.76","GMP","S100A8",11.879078562972,"S100A9",11.7514869004527,"#B4EEB4"
"M195.54","GMP","S100A9",11.5305422411587,"S100A8",11.4556285234433,"#B4EEB4"
"M196.08","GMP","S100A9",11.0375220877251,"S100A8",11.0009386089547,"#B4EEB4"
"M197.29","GMP","S100A8",12.1220450386,"S100A9",11.9207609532154,"#B4EEB4"
"M198.16","GMP","S100A9",11.7145756704403,"S100A8",11.6216577503721,"#B4EEB4"
"M199.47","GMP","S100A9",11.3893219521641,"S100A8",11.292966623877,"#B4EEB4"
"M200.64","GMP","S100A8",11.6647908001303,"S100A9",11.6129858631316,"#B4EEB4"
"M201.39","GMP","S100A8",12.0339900090512,"S100A9",11.7684987126583,"#B4EEB4"
"M202.67","GMP","S100A8",12.1014685563239,"S100A9",11.8361613856061,"#B4EEB4"
"M203.70","GMP","S100A8",12.2124446473921,"S100A9",11.9800797136556,"#B4EEB4"
"M204.00","GMP","S100A9",11.5159785850106,"S100A8",11.3968067510434,"#B4EEB4"
"M205.69","GMP","S100A8",11.9055205909938,"S100A9",11.756899467156,"#B4EEB4"
"M206.94","GMP","S100A9",11.4909575672798,"S100A8",11.4070675220835,"#B4EEB4"
"M207.45","GMP","S100A9",11.1017007994142,"LYZ",10.8178375532705,"#B4EEB4"
"M208.58","GMP","S100A8",11.7267266956568,"S100A9",11.6471043815889,"#B4EEB4"
"M209.86","GMP","S100A9",11.6141003119731,"S100A8",11.4931250223941,"#B4EEB4"
"M210.13","GMP","S100A8",11.5230052201194,"S100A9",11.5118493592033,"#B4EEB4"
"M211.15","GMP","S100A9",11.5013569206175,"S100A8",11.4502075041126,"#B4EEB4"
"M212.34","GMP","S100A9",10.9786573146176,"S100A8",10.5488118508924,"#B4EEB4"
"M213.14","GMP","S100A9",11.7586620540741,"S100A8",11.622727540163,"#B4EEB4"
"M214.01","GMP","S100A8",12.4497836826525,"S100A9",11.9631591364931,"#B4EEB4"
"M215.50","GMP","S100A8",12.3663477722215,"S100A9",12.0855037149311,"#B4EEB4"
"M216.92","GMP","S100A8",11.7788123407325,"S100A9",11.7106495991587,"#B4EEB4"
"M217.36","GMP","S100A9",11.5104691894201,"S100A8",11.4294980622541,"#B4EEB4"
"M218.65","GMP","S100A8",11.2675999588481,"S100A9",11.2040728946706,"#B4EEB4"
"M219.25","GMP","S100A9",11.049347577635,"S100A8",10.7348393203215,"#B4EEB4"
"M220.76","GMP","S100A9",11.7755143154181,"S100A8",11.653832881747,"#B4EEB4"
"M221.89","GMP","S100A8",10.8818042528367,"S100A9",10.8430745974364,"#B4EEB4"
"M222.53","GMP","S100A8",12.3577498276762,"S100A9",12.1183014064589,"#B4EEB4"
"M223.48","GMP","S100A9",11.3943239457134,"S100A8",11.3542620257539,"#B4EEB4"
"M224.41","GMP","S100A9",11.596216224452,"S100A8",11.5528996792154,"#B4EEB4"
"M225.22","GMP","S100A8",11.4197245264188,"S100A9",11.3480142578872,"#B4EEB4"
"M226.55","GMP","S100A8",12.0453222536326,"S100A9",11.8667699054764,"#B4EEB4"
"M227.96","GMP","S100A8",12.1963786554266,"S100A9",12.0132410130223,"#B4EEB4"
"M228.86","GMP","S100A9",11.1836383359823,"S100A8",10.9702214543134,"#B4EEB4"
"M229.16","GMP","S100A8",11.324492598994,"S100A9",11.2551566612068,"#B4EEB4"
"M230.43","GMP","S100A8",11.6322750969939,"S100A9",11.5424534621326,"#B4EEB4"
"M231.40","GMP","S100A9",10.7246343152504,"LYZ",10.3888500787751,"#B4EEB4"
"M232.70","GMP","S100A9",11.1540707694883,"S100A8",10.8775638710654,"#B4EEB4"
"M233.75","GMP","S100A9",10.6034459486198,"S100A8",10.506480295229,"#B4EEB4"
"M234.91","GMP","S100A9",11.0039948407092,"S100A8",10.8913330856114,"#B4EEB4"
"M235.79","GMP","S100A9",11.2464668768212,"S100A8",11.0596419022644,"#B4EEB4"
"M236.84","GMP","S100A9",10.9278663261821,"S100A8",10.7818751821232,"#B4EEB4"
"M237.11","GMP","S100A9",10.81274001497,"S100A8",10.6465679106921,"#B4EEB4"
"M238.93","GMP","S100A9",11.5183667612806,"S100A8",11.5067429383646,"#B4EEB4"
"M239.89","GMP","S100A9",11.6391665580809,"S100A8",11.4793184730804,"#B4EEB4"
"M240.48","GMP","S100A8",12.655984575165,"S100A9",12.2109658189946,"#B4EEB4"
"M241.47","GMP","S100A9",11.1567939305211,"S100A8",10.9911185154583,"#B4EEB4"
"M242.16","GMP","S100A9",11.2019500726683,"S100A8",11.076259300816,"#B4EEB4"
"M243.54","GMP","S100A8",12.1966574199338,"S100A9",12.0122193475661,"#B4EEB4"
"M244.37","GMP","S100A9",10.7446754025194,"S100A8",10.5825257765898,"#B4EEB4"
"M245.64","GMP","S100A8",11.833255757228,"S100A9",11.7182066351383,"#B4EEB4"
"M246.22","GMP","S100A9",11.0034893527698,"S100A8",10.8221414328535,"#B4EEB4"
"M247.16","CD8","CCL5",8.97372181554295,"GNLY",8.77767712761649,"#FFA500"
"M248.77","CD8","GNLY",9.77177054435949,"CCL5",8.91607843370972,"#FFA500"
"M249.70","CD8","GNLY",10.796169438221,"NKG7",9.4203096112851,"#FFA500"
"M250.41","CD8","GNLY",9.29472257854159,"CCL5",8.87537692369597,"#FFA500"
"M251.85","CD8","GNLY",9.43958566004977,"CCL5",8.87763898434643,"#FFA500"
"M252.56","CD8","GNLY",9.80847290180814,"NKG7",9.15896202375957,"#FFA500"
"M253.87","CD8","GNLY",9.47431072155831,"NKG7",9.03415575200982,"#FFA500"
"M254.91","CD8","GNLY",9.50911294531548,"NKG7",9.06583321304724,"#FFA500"
"M255.86","CD8","GNLY",9.83476365275222,"NKG7",9.30928732295616,"#FFA500"
"M256.66","CD8","GNLY",9.17551388719414,"NKG7",8.81186966273651,"#FFA500"
"M257.48","CD8","GNLY",10.009008047953,"NKG7",9.08782545854692,"#FFA500"
"M258.00","CD8","CCL5",9.37686407072948,"NKG7",9.23347897587401,"#FFA500"
"M259.49","CD8","GNLY",9.9086407879142,"NKG7",9.65489248525783,"#FFA500"
"M260.68","CD8","NKG7",9.08636236714243,"CCL5",9.00203555605114,"#FFA500"
"M261.11","CD8","NKG7",9.29182532437301,"CCL5",9.1439325958153,"#FFA500"
"M262.66","CD8","NKG7",9.32727081338623,"CCL5",9.17278916517854,"#FFA500"
"M263.56","CD8","GNLY",9.86214950585296,"NKG7",9.28459056900167,"#FFA500"
"M264.49","CD8","CCL5",9.2144325935715,"NKG7",8.94391128062893,"#FFA500"
"M265.40","CD8","NKG7",9.19666203293445,"CCL5",8.99981844808159,"#FFA500"
"M266.67","CD8","CCL5",8.75155277884216,"NKG7",8.25490600436538,"#FFA500"
"M267.81","CD8","GNLY",9.44536393672481,"NKG7",9.13075301511252,"#FFA500"
"M268.38","CD8","GNLY",9.77424676070088,"NKG7",8.86198336681357,"#FFA500"
"M269.26","CD8","GNLY",10.0966094402315,"CCL5",9.06320530426235,"#FFA500"
"M270.81","CD8","GNLY",9.52398308034026,"NKG7",9.25998015730535,"#FFA500"
"M271.38","CD8","GNLY",10.1254261974838,"NKG7",9.147542241629,"#FFA500"
"M272.82","CD8","GNLY",9.80206200018804,"CCL5",8.67661089204945,"#FFA500"
"M273.02","CD8","NKG7",8.94785496584146,"CCL5",8.94071848488997,"#FFA500"
"M274.84","CD8","GNLY",9.50384217483933,"NKG7",9.42710728619546,"#FFA500"
"M275.87","CD8","CCL5",8.92367284008264,"NKG7",8.42795504080877,"#FFA500"
"M276.53","CD8","GNLY",10.0014935960452,"CCL5",8.47653574738271,"#FFA500"
"M277.09","CD8","NKG7",9.46374458000918,"GNLY",9.4556119737976,"#FFA500"
"M278.80","CD8","GNLY",9.66045702568504,"CCL5",8.70678765944252,"#FFA500"
"M279.78","CD8","GNLY",9.33033633807256,"NKG7",8.59620701562616,"#FFA500"
"M280.74","CD8","GNLY",9.67249586927381,"CCL5",8.2438215905147,"#FFA500"
"M281.94","CD8","NKG7",8.93723636388068,"CCL5",8.36270910416033,"#FFA500"
"M282.94","CD8","NKG7",9.2471335438313,"CCL5",8.94638836507332,"#FFA500"
"M283.66","CD8","NKG7",8.73496127737396,"CCL5",8.6312648563356,"#FFA500"
"M284.18","CD8","GNLY",9.55964677155893,"NKG7",9.40964707246555,"#FFA500"
"M285.53","CD8","GNLY",10.120411856044,"NKG7",9.69427112981225,"#FFA500"
"M286.46","CD8","NKG7",9.30814768445228,"CCL5",9.12312472858928,"#FFA500"
"M287.69","CD8","NKG7",9.28174553468168,"GNLY",9.12992395046199,"#FFA500"
"M288.86","CD8","NKG7",9.16888933943348,"CCL5",8.98483163260016,"#FFA500"
"M289.02","CD8","NKG7",9.26793434851011,"CCL5",8.94867156575783,"#FFA500"
"M290.48","CD8","GNLY",9.50305609957647,"CCL5",8.64641565446371,"#FFA500"
"M291.02","CD8","GNLY",9.75074547833238,"NKG7",9.69711103329257,"#FFA500"
"M292.95","CD8","GNLY",9.74654253638127,"NKG7",8.80494598084774,"#FFA500"
"M293.53","CD8","CCL5",8.70311208513492,"NKG7",8.16337270209243,"#FFA500"
"M294.30","CD8","GNLY",9.76221078630495,"NKG7",9.24291602873292,"#FFA500"
"M295.28","CD8","KLRB1",8.61860176775648,"GNLY",8.37839765836838,"#FFA500"
"M296.25","CD8","GNLY",9.48957493849823,"NKG7",8.70032921994,"#FFA500"
