"metacell","cell_type","top1_gene","top1_lfp","top2_gene","top2_lfp","color"
"M0.32","plasma","IGKC",13.4432674925475,"MZB1",7.95852277462131,"#0000FF"
"M1.75","MEP","PRSS57",6.85425100895166,"SOX4",5.57559130063913,"#DDA0DD"
"M2.57","masBasP","CLC",11.2788206472642,"MS4A3",7.5398840288609,"#7A378B"
"M3.65","MEP","RP11-620J15.3",5.80091920750835,"PRSS57",5.72246313510642,"#DDA0DD"
"M4.82","masBasP","TPSAB1",10.2845209945969,"TPSB2",10.0571374141016,"#7A378B"
"M5.44","MEP","SOX4",5.97727177164658,"RP11-620J15.3",5.81053189616378,"#DDA0DD"
"M6.03","masBasP","CXCL12",12.1117848688453,"APOE",10.5864339642128,"#7A378B"
"M7.37","monP1","CST3",9.87507349037661,"LYZ",8.71964505296071,"#6E8B3D"
"M8.41","plasma","IGKC",11.9210774278084,"MZB1",9.33673567312067,"#0000FF"
"M9.67","MK","PPBP",12.889349327989,"PF4",11.9786012171709,"#FFC0CB"
"M10.61","MK","PF4",10.2421842009498,"PPBP",10.1480355699804,"#FFC0CB"
"M11.90","doublets","PPBP",8.169580030762,"PF4",8.154985732092,"#000000"
"M12.59","MK","PDLIM1",6.3308230049929,"PF4",6.11712332766102,"#FFC0CB"
"M13.16","MK","PDLIM1",6.51699376290117,"ITGA2B",6.51663759793133,"#FFC0CB"
"M14.16","MK","PPBP",12.0665890349866,"PF4",11.9955012908385,"#FFC0CB"
"M15.52","doublets","PF4",7.91589870412409,"PPBP",7.75342803220465,"#000000"
"M16.55","MPP","SPP1",6.74872926048366,"CST3",6.63147108280758,"#838B8B"
"M17.85","T","IL32",3.66374791853501,"CD3D",3.43313291510884,"#FFFF00"
"M18.32","T","CD3D",3.14460292706513,"IL7R",2.46980163975624,"#FFFF00"
"M19.84","T","TRBC2",3.48183883386402,"TRAC",3.34305545996651,"#FFFF00"
"M20.87","T","IL7R",3.50058985333295,"TRAC",3.45957289888377,"#FFFF00"
"M21.07","T","CD3D",2.73451526353403,"IL7R",2.50805268843918,"#FFFF00"
"M22.93","T","CD3D",2.6728887127781,"IL7R",2.3972988589073,"#FFFF00"
"M23.40","T","IL32",4.24370150007047,"CD3D",3.87424082545619,"#FFFF00"
"M24.64","T","IL7R",5.41961477962368,"IL32",4.19134997696331,"#FFFF00"
"M25.62","T","TRAC",4.17136726597603,"IL7R",3.6661826687022,"#FFFF00"
"M26.18","T","TNFAIP3",3.20698199637491,"DUSP2",2.90452780207243,"#FFFF00"
"M27.84","T","TRAC",3.96645758502124,"IL32",3.62183709817136,"#FFFF00"
"M28.56","T","KLF6",3.84489963315452,"TNFAIP3",3.75151058893487,"#FFFF00"
"M29.26","T","TRAC",3.96435111746294,"ANXA1",3.61377308093259,"#FFFF00"
"M30.58","T","TRBC2",3.89508997600625,"CD3D",3.49361168300846,"#FFFF00"
"M31.71","T","TRAC",4.62195611484642,"TRBC1",3.17703746652372,"#FFFF00"
"M32.30","T","IL7R",3.30622767349517,"CD3D",3.04874584062186,"#FFFF00"
"M33.01","T","TRBC1",4.89847845046404,"IL32",3.95223577108104,"#FFFF00"
"M34.04","T","TRAC",4.30013811815415,"CD3D",3.45563957813224,"#FFFF00"
"M35.25","T","TRAC",4.1509525369297,"NOSIP",3.98357824389447,"#FFFF00"
"M36.21","T","IL7R",4.52267347742123,"IL32",3.66803497463047,"#FFFF00"
"M37.59","T","TRAC",4.72841928390937,"IL7R",3.46677105688077,"#FFFF00"
"M38.55","T","IL7R",4.18829928607189,"CD3D",3.29612712056676,"#FFFF00"
"M39.82","T","KLRB1",4.26693335997926,"CD3D",3.66183712563858,"#FFFF00"
"M40.84","T","IL7R",3.21405014939368,"CD3D",3.07576141312935,"#FFFF00"
"M41.92","T","TRBC2",3.9900417423283,"TRAC",3.51421124077835,"#FFFF00"
"M42.81","T","CD8B",4.48727521382433,"S100B",3.5538010877385,"#FFFF00"
"M43.59","T","CD3D",3.67414247455966,"IL32",3.63515845444148,"#FFFF00"
"M44.29","T","NOSIP",3.24035986150794,"CD3D",2.84598401638002,"#FFFF00"
"M45.93","T","IL7R",3.75369717891986,"TRBC2",3.1623520566075,"#FFFF00"
"M46.36","T","IL32",3.5607228247198,"CD3D",3.48758485412491,"#FFFF00"
"M47.07","T","NOSIP",3.74094861358768,"CD3D",3.71675721294852,"#FFFF00"
"M48.04","T","CD3D",3.39656647071472,"IL7R",2.54147670676976,"#FFFF00"
"M49.57","T","CD3D",3.28344586146623,"KLF6",3.14797544205013,"#FFFF00"
"M50.38","T","TRBC1",3.61772654724964,"CD7",2.91059815275608,"#FFFF00"
"M51.70","T","TRAC",4.0834991989032,"IL32",3.6739673832242,"#FFFF00"
"M52.11","T","TNFAIP3",4.76653396049103,"KLRB1",3.83438536767966,"#FFFF00"
"M53.68","T","TRAC",3.79430130018387,"CD3D",3.07535311722744,"#FFFF00"
"M54.97","T","TRAC",4.66312165911711,"IL32",3.96191539555094,"#FFFF00"
"M55.46","T","C1orf56",5.71469721453643,"CDC42SE1",4.20662768340472,"#FFFF00"
"M56.28","T","TRAC",5.0135695846746,"TRBC2",3.5503444996653,"#FFFF00"
"M57.84","T","IL7R",4.26509832372025,"IL32",4.19316496428555,"#FFFF00"
"M58.53","T","TRAC",3.60814396278131,"TRBC1",3.4858753611336,"#FFFF00"
"M59.00","T","TRAC",4.88662026034685,"IL7R",4.07784360772786,"#FFFF00"
"M60.39","T","IL7R",4.25091842125262,"CD3D",3.37995645795548,"#FFFF00"
"M61.91","T","TRAC",3.67984654617344,"CD3D",3.19774530177465,"#FFFF00"
"M62.31","T","CD3D",3.68247976719127,"TRAC",3.38428573747503,"#FFFF00"
"M63.81","T","NOSIP",4.23583696151446,"CD3D",3.59632755698056,"#FFFF00"
"M64.73","T","CD3D",3.28038972804382,"LEF1",2.63129040667626,"#FFFF00"
"M65.60","CD8","CCL5",5.45938341804851,"IL32",3.83807867377702,"#FFA500"
"M66.23","T","TRBC1",5.05367524505752,"IL7R",3.27800704179008,"#FFFF00"
"M67.39","T","IL7R",3.99984818374398,"CD3D",2.50933769823605,"#FFFF00"
"M68.65","T","TRAC",3.36833537474477,"IL32",3.20897561100981,"#FFFF00"
"M69.79","T","IL7R",4.15255171950237,"NOSIP",3.54755202161421,"#FFFF00"
"M70.20","T","TRAC",4.26592276043426,"IL32",3.52586375852816,"#FFFF00"
"M71.83","T","TRAC",3.82005319697812,"CD3D",3.22420316380795,"#FFFF00"
"M72.66","T","TRAC",4.4790668341192,"CD3D",2.72024528023435,"#FFFF00"
"M73.80","T","TRBC1",4.89529261277557,"TRAC",3.23188976295743,"#FFFF00"
"M74.56","T","IL7R",4.54520273230338,"TRAC",3.82975040943711,"#FFFF00"
"M75.84","T","NOSIP",3.64955896673052,"TRAC",3.17352769877725,"#FFFF00"
"M76.52","T","TRAC",4.73094584301566,"IL32",3.86206019784452,"#FFFF00"
"M77.28","T","IL7R",2.54882203529063,"CD3D",2.30914882399685,"#FFFF00"
"M78.67","T","TRBC2",3.42103796775069,"IL7R",3.37778695704019,"#FFFF00"
"M79.90","T","SELK",3.69077060407442,"CD3D",3.04445489838305,"#FFFF00"
"M80.83","T","SOCS3",4.4558353563064,"IL7R",2.60921883556625,"#FFFF00"
"M81.21","T","KLRB1",3.42179475770261,"TRBC1",3.16172898390602,"#FFFF00"
"M82.94","T","TRAC",4.5435425703406,"CD3D",3.15147147212821,"#FFFF00"
"M83.87","T","TRAC",2.53635806204204,"IL7R",2.53238342839435,"#FFFF00"
"M84.54","T","IL7R",3.75639899296506,"CD3D",3.04086989011975,"#FFFF00"
"M85.65","T","IL7R",3.92505117597881,"ANXA1",3.79492275587509,"#FFFF00"
"M86.96","T","TRAC",3.98526080306939,"CD3D",3.40030781128711,"#FFFF00"
"M87.46","T","IL7R",3.29321585967336,"RP11-347P5.1",3.14108697509655,"#FFFF00"
"M88.01","T","IL32",3.81480474825438,"CD3D",3.3469678615782,"#FFFF00"
"M89.96","T","HNRNPH1",3.88910118326007,"CD3D",3.10073673375775,"#FFFF00"
"M90.75","T","IL7R",3.36054223894984,"CD3D",3.17935374085069,"#FFFF00"
"M91.83","T","IL7R",4.30443803464534,"CD3D",3.14324281458833,"#FFFF00"
"M92.96","T","TRBC1",3.58958388439482,"CD3D",3.34452598731091,"#FFFF00"
"M93.81","T","TRBC1",4.78062820579744,"CD3D",3.5592910396169,"#FFFF00"
"M94.74","B","HLA-DRA",7.43983188680081,"CD79A",6.22013176509358,"#ADD8E6"
"M95.47","B","HLA-DRA",7.52724688848434,"CD79A",6.67977967581516,"#ADD8E6"
"M96.04","B","HLA-DRA",7.4861996058646,"CD79A",7.33206930917204,"#ADD8E6"
"M97.05","B","CD79A",7.90527950592032,"HLA-DRA",7.68895196339863,"#ADD8E6"
"M98.39","B","HLA-DRA",7.5683068455665,"CD79A",7.52119709387707,"#ADD8E6"
"M99.03","B","HLA-DRA",7.7303559371458,"CD79A",7.42668445684748,"#ADD8E6"
"M100.26","B","CD79A",7.5662763137946,"JCHAIN",7.56397702401278,"#ADD8E6"
"M101.95","B","CD79A",7.71462562954637,"HLA-DRA",7.71381811877178,"#ADD8E6"
"M102.96","B","CD79A",8.0570092781801,"HLA-DRA",7.75390501365823,"#ADD8E6"
"M103.50","B","HLA-DRA",7.36174601532702,"CD79A",7.34550838655255,"#ADD8E6"
"M104.91","B","HLA-DRA",7.63108021456308,"MS4A1",7.4374382988873,"#ADD8E6"
"M105.39","B","HLA-DRA",8.00032763426699,"MS4A1",7.90472375734868,"#ADD8E6"
"M106.47","B","HLA-DRA",7.47686731873989,"MS4A1",6.96892687005026,"#ADD8E6"
"M107.98","B","JCHAIN",7.47838564653445,"HLA-DRA",7.14982463679658,"#ADD8E6"
"M108.96","B","HLA-DRA",7.58603686497956,"MS4A1",7.19495073061177,"#ADD8E6"
"M109.35","B","CD79A",7.99444968290744,"HLA-DRA",7.81443348754967,"#ADD8E6"
"M110.77","B","CD79A",7.60179295358299,"HLA-DRA",7.56744537109565,"#ADD8E6"
"M111.22","B","HLA-DRA",7.47813266663656,"CD79A",6.48726186458429,"#ADD8E6"
"M112.34","B","HLA-DRA",7.41334884004764,"CD79A",7.30495972812898,"#ADD8E6"
"M113.06","B","CD79A",7.58113530877714,"HLA-DRA",7.29675982802351,"#ADD8E6"
"M114.34","B","CD79A",7.49433334861475,"HLA-DRA",7.44673499708557,"#ADD8E6"
"M115.20","B","HLA-DRA",7.78646562257789,"CD79A",7.46288823180721,"#ADD8E6"
"M116.78","B","HLA-DRA",7.63093593031797,"CD79A",7.59656748086997,"#ADD8E6"
"M117.61","B","CD79A",7.65451523448905,"HLA-DRA",7.6292387510007,"#ADD8E6"
"M118.06","B","HLA-DRA",7.75800274315805,"CD79A",7.48448148930292,"#ADD8E6"
"M119.44","B","HLA-DRA",7.36356493823692,"JCHAIN",7.23071367955439,"#ADD8E6"
"M120.23","doublets","HLA-DRA",4.9388075462609,"CD79A",4.52926212877165,"#000000"
"M121.84","B","CD79A",7.80999089069343,"HLA-DRA",7.7747512674874,"#ADD8E6"
"M122.31","B","AL928768.3",8.2353307734586,"HLA-DRA",7.30223130664991,"#ADD8E6"
"M123.85","B","CD79A",7.91490562505427,"HLA-DRA",7.82220644377673,"#ADD8E6"
"M124.30","B","RP5-887A10.1",7.51067209030208,"HLA-DRA",7.41980087316096,"#ADD8E6"
"M125.94","B","HLA-DRA",7.47463449629977,"CD79A",7.22224698694267,"#ADD8E6"
"M126.87","B","HLA-DRA",7.0507352040839,"HLA-DQB1",5.37485786280258,"#ADD8E6"
"M127.36","B","AL928768.3",8.54523397586712,"HLA-DRA",7.70067248825293,"#ADD8E6"
"M128.80","B","CD79A",7.58275586826419,"HLA-DRA",7.51207055081716,"#ADD8E6"
"M129.69","B","JCHAIN",7.55722757677884,"HLA-DRA",7.42848737234603,"#ADD8E6"
"M130.29","B","HLA-DRA",7.72986688339342,"CD79A",7.53822348103701,"#ADD8E6"
"M131.17","B","HLA-DRA",7.85140754982861,"CD79A",7.70853531734068,"#ADD8E6"
"M132.21","B","CD79A",7.57735828958926,"HLA-DRA",7.33887124226097,"#ADD8E6"
"M133.84","B","HLA-DRA",7.3920417891161,"MS4A1",6.57855780838726,"#ADD8E6"
"M134.58","B","CD79A",7.62263003418052,"JCHAIN",7.56618706293567,"#ADD8E6"
"M135.26","B","CD79A",7.65687442351779,"HLA-DRA",7.48178891877197,"#ADD8E6"
"M136.87","B","CD79A",7.65303237096162,"HLA-DRA",7.38884039387181,"#ADD8E6"
"M137.90","B","CD79A",7.60983018777748,"HLA-DRA",7.42411853828428,"#ADD8E6"
"M138.40","B","HLA-DRA",7.35981054488889,"MS4A1",6.79421423902828,"#ADD8E6"
"M139.81","B","MS4A1",7.58740147696889,"HLA-DRA",7.55708691172083,"#ADD8E6"
"M140.02","B","HLA-DRA",7.68385905751127,"CD79A",7.48186207309548,"#ADD8E6"
"M141.36","B","CD79A",7.71253818928453,"MS4A1",7.48909404807768,"#ADD8E6"
"M142.77","B","HLA-DRA",7.4008287732194,"CD79A",7.06227093359457,"#ADD8E6"
"M143.64","B","CD79A",7.32060332435618,"HLA-DRA",7.31290947813628,"#ADD8E6"
"M144.60","B","CD79A",7.97609622077176,"HLA-DRA",7.71051483443381,"#ADD8E6"
"M145.31","B","CD79A",7.74564789123929,"HLA-DRA",7.45683293877591,"#ADD8E6"
"M146.64","B","CD79A",7.85845505984186,"HLA-DRA",7.61835987172356,"#ADD8E6"
"M147.17","B","HLA-DRA",7.4201330486786,"MS4A1",6.95172790471347,"#ADD8E6"
"M148.81","B","CD79A",7.52758819755298,"HLA-DRA",7.44006456140757,"#ADD8E6"
"M149.15","B","HLA-DRA",7.0743199134297,"CD79A",6.5561708829308,"#ADD8E6"
"M150.24","B","HLA-DRA",7.5571266486658,"JCHAIN",7.47033107161128,"#ADD8E6"
"M151.10","B","HLA-DRA",7.41311563010048,"CD79A",7.06928311978783,"#ADD8E6"
"M152.49","B","HLA-DRA",7.29717042730909,"AL928768.3",6.9718224180185,"#ADD8E6"
"M153.58","B","HLA-DRA",7.22790626649354,"CD79A",6.60766220069036,"#ADD8E6"
"M154.83","B","JCHAIN",7.50307830094347,"HLA-DRA",7.28839462811542,"#ADD8E6"
"M155.82","B","CD79A",7.63306926239721,"HLA-DRA",7.33125066877249,"#ADD8E6"
"M156.48","B","HLA-DRA",7.28707940457231,"JCHAIN",7.24107272597713,"#ADD8E6"
"M157.07","B","CD79A",7.86983156443586,"HLA-DRA",7.80349772736601,"#ADD8E6"
"M158.28","B","CD79A",7.55061985217521,"HLA-DRA",7.17926552472158,"#ADD8E6"
"M159.88","B","HLA-DRA",6.43116552011968,"MS4A1",4.8614632156754,"#ADD8E6"
"M160.67","B","HLA-DRA",7.52488406184259,"CD79A",7.04721838916546,"#ADD8E6"
"M161.58","B","CD79A",7.95799433574031,"HLA-DRA",7.66782797757383,"#ADD8E6"
"M162.13","B","CD79A",7.41707224443114,"HLA-DRA",7.35489699690347,"#ADD8E6"
"M163.18","B","CD79A",7.79430943369463,"HLA-DRA",7.72430939903814,"#ADD8E6"
"M164.14","B","HLA-DRA",7.66480102613074,"CD79A",7.56007752012246,"#ADD8E6"
"M165.16","B","JCHAIN",7.25827068583935,"HLA-DRA",7.00115528702365,"#ADD8E6"
"M166.18","B","CD79A",7.79574232859681,"HLA-DRA",7.63545234036992,"#ADD8E6"
"M167.98","B","HLA-DRA",7.50485359014254,"MS4A1",6.99852584750163,"#ADD8E6"
"M168.21","B","HLA-DRA",7.75241428839935,"CD79A",7.73339168769866,"#ADD8E6"
"M169.26","B","AL928768.3",8.46436048614305,"HLA-DRA",7.40871552223861,"#ADD8E6"
"M170.76","B","HLA-DRA",7.40788565057309,"CD79A",6.67000290213369,"#ADD8E6"
"M171.11","B","HLA-DRA",7.26290905411095,"CD79B",5.92136983216119,"#ADD8E6"
"M172.59","B","HLA-DRA",7.73905609381228,"CD79A",7.68014829548304,"#ADD8E6"
"M173.59","B","HLA-DRA",7.71282856295234,"CD79B",6.56255451711515,"#ADD8E6"
"M174.28","B","CD79A",7.81121708062534,"HLA-DRA",7.77114380575848,"#ADD8E6"
"M175.87","B","HLA-DRA",7.61989619984887,"CD79A",7.24362294777573,"#ADD8E6"
"M176.45","B","HLA-DRA",7.69740092526439,"CD79A",7.42974171166413,"#ADD8E6"
"M177.19","B","HLA-DRA",7.44317192872954,"CD79A",7.00685321997075,"#ADD8E6"
"M178.26","B","HLA-DRA",7.49060639509822,"RP5-887A10.1",7.37026440881264,"#ADD8E6"
"M179.10","B","HLA-DRA",7.85422792471563,"CD79A",7.82421344510066,"#ADD8E6"
"M180.72","B","HLA-DRA",7.57806959158893,"MS4A1",6.62619592836721,"#ADD8E6"
"M181.15","B","HLA-DRA",7.68635734736578,"TCL1A",7.36171170542002,"#ADD8E6"
"M182.66","B","HLA-DRA",7.53913612940776,"MS4A1",6.81573757868443,"#ADD8E6"
"M183.99","B","HLA-DRA",7.8212944264419,"CD79A",7.79589823360746,"#ADD8E6"
"M184.15","B","CD79A",7.80046252660189,"HLA-DRA",7.56382369981253,"#ADD8E6"
"M185.08","B","CD79A",8.3046231935409,"HLA-DRA",7.64053646366347,"#ADD8E6"
"M186.95","B","HLA-DRA",7.00391238565523,"CD79A",6.67140766028286,"#ADD8E6"
"M187.92","B","HLA-DRA",7.77737081030136,"CD79A",7.54678715272452,"#ADD8E6"
"M188.81","B","HLA-DRA",7.31769615753922,"JCHAIN",7.29827000517805,"#ADD8E6"
"M189.16","B","CD79A",7.65094677340166,"HLA-DRA",7.58674062064605,"#ADD8E6"
"M190.05","B","HLA-DRA",7.80410817835774,"CD79A",7.78281856698833,"#ADD8E6"
"M191.41","B","CD79A",7.75209077063894,"HLA-DRA",7.68074780783174,"#ADD8E6"
"M192.06","B","MS4A1",7.29525378059493,"HLA-DRA",7.21162201481065,"#ADD8E6"
"M193.00","B","HLA-DRA",7.34200207381595,"JCHAIN",5.78477081736135,"#ADD8E6"
"M194.97","CD8","CCL5",7.91806273155449,"IL32",4.74411886127747,"#FFA500"
"M195.02","CD8","CCL5",8.48311590509599,"GZMK",8.11520762209337,"#FFA500"
"M196.81","CD8","CCL5",8.85220164175418,"GZMK",8.01633373042744,"#FFA500"
"M197.84","CD8","IL32",4.50302838696171,"TRAC",4.46883713970573,"#FFA500"
"M198.92","CD8","KLRB1",9.05962191723375,"CCL5",8.12542260158381,"#FFA500"
"M199.55","CD8","CCL5",8.49904930023571,"DUSP2",6.28881883476348,"#FFA500"
"M200.83","CD8","CCL5",6.72418999966267,"GZMK",6.02263615858659,"#FFA500"
"M201.04","CD8","KLRB1",9.33184009252461,"CCL5",6.92156156292287,"#FFA500"
"M202.00","CD8","KLRB1",9.38921436983864,"CCL5",7.66040741393392,"#FFA500"
"M203.09","CD8","KLRB1",8.38615516814416,"CCL5",7.26018808675066,"#FFA500"
"M204.66","CD8","KLRB1",9.33339304861867,"GZMK",7.61844258102811,"#FFA500"
"M205.04","CD8","CCL5",8.6392514009694,"NKG7",8.09268449782101,"#FFA500"
"M206.42","CD8","KLRB1",8.70011019255164,"CCL5",8.22951453654501,"#FFA500"
"M207.77","CD8","CCL5",8.484438414982,"TRAC",5.62849518732593,"#FFA500"
"M208.54","CD8","KLRB1",8.64615008579624,"CCL5",7.8736432391486,"#FFA500"
"M209.92","CD8","CCL5",8.0959500057848,"GZMK",7.93357426395415,"#FFA500"
"M210.95","CD8","KLRB1",9.38768479429198,"NKG7",6.62780992960467,"#FFA500"
"M211.76","CD8","KLRB1",8.83200532873454,"CCL5",8.13139335475328,"#FFA500"
"M212.98","CD8","KLRB1",9.05901116304402,"CCL5",8.04341122909095,"#FFA500"
"M213.16","CD8","CCL5",8.81750507360479,"GZMK",8.06574350645964,"#FFA500"
"M214.80","CD8","GZMK",7.12868244977018,"CCL5",7.10233273392666,"#FFA500"
"M215.98","CD8","CCL5",7.98835475702125,"IL32",4.99904810695105,"#FFA500"
"M216.23","CD8","KLRB1",8.37465013653364,"CCL5",8.15584688870984,"#FFA500"
"M217.07","CD8","CCL5",8.46653424372988,"GZMA",7.21583344184248,"#FFA500"
"M218.47","CD8","CCL5",7.97027288599013,"DUSP2",5.31755541421837,"#FFA500"
"M219.93","CD8","KLRB1",9.323234288951,"NKG7",7.48823927039289,"#FFA500"
"M220.23","CD8","CCL5",6.15660693013864,"GZMK",4.8590180083281,"#FFA500"
"M221.48","CD8","CCL5",8.92218447814777,"GZMA",7.9791231856665,"#FFA500"
"M222.88","CD8","CCL5",7.93221056996443,"TRAC",4.86457103050907,"#FFA500"
"M223.45","CD8","KLRB1",8.92980710410156,"CCL5",6.22439793689144,"#FFA500"
"M224.58","CD8","KLRB1",9.5336819761993,"CCL5",7.91745013759008,"#FFA500"
"M225.49","CD8","CCL5",8.41566628443828,"GZMK",8.03483382506973,"#FFA500"
"M226.52","CD8","CCL5",8.25499693787239,"GZMK",7.43425198759222,"#FFA500"
"M227.95","CD8","KLRB1",7.93712257373371,"CCL5",7.43617634742734,"#FFA500"
"M228.21","CD8","CCL5",7.57900453816842,"IL32",4.58955839674609,"#FFA500"
"M229.27","CD8","CCL5",8.29455998957882,"IL32",4.33936229347811,"#FFA500"
"M230.52","CD8","CCL5",8.55253097633976,"NKG7",8.35222420805724,"#FFA500"
"M231.71","CD8","CCL5",8.29482951527103,"LMNA",6.5518223829804,"#FFA500"
"M232.13","CD8","KLRB1",8.51974019689722,"CCL5",7.74521730464961,"#FFA500"
"M233.94","CD8","CCL5",8.19088568586304,"NKG7",6.55841736112117,"#FFA500"
"M234.09","CD8","CCL5",8.79448936965326,"GZMK",8.42665457641945,"#FFA500"
"M235.21","CD8","CCL5",8.22971585410676,"GZMK",7.54309044981995,"#FFA500"
"M236.10","CD8","KLRB1",8.36413922700348,"CCL5",7.15986109109009,"#FFA500"
"M237.68","CD8","CCL5",8.13568736967818,"GZMK",7.89839867056546,"#FFA500"
"M238.46","CD8","CCL5",7.98052750928806,"LYAR",5.56315868425156,"#FFA500"
"M239.11","CD8","CCL5",7.76768615099027,"DUSP2",5.75240292536798,"#FFA500"
"M240.72","CD8","CCL5",7.50823718764655,"DUSP2",6.50038928126571,"#FFA500"
"M241.11","CD8","CCL5",8.98659333147267,"NKG7",7.90767567278911,"#FFA500"
"M242.69","CD8","KLRB1",9.38832226428147,"CCL5",7.67937442361957,"#FFA500"
"M243.04","CD8","CCL5",8.46312938074659,"GZMK",7.42735321442286,"#FFA500"
"M244.04","CD8","CCL5",7.41602660578533,"IL32",4.83779508233659,"#FFA500"
"M245.65","CD8","CCL5",8.1514430631933,"GZMK",7.85356416587459,"#FFA500"
"M246.74","CD8","CCL5",7.88923919432302,"CTSW",4.97233118419782,"#FFA500"
"M247.54","CD8","KLRB1",9.45392704038468,"CCL5",7.56719757202935,"#FFA500"
"M248.65","CD8","KLRB1",8.42785420808655,"CCL5",7.94003080727832,"#FFA500"
"M249.72","CD8","KLRB1",8.93899410106264,"CCL5",7.86946630117694,"#FFA500"
"M250.99","CD8","KLRB1",9.20043376651265,"GNLY",8.02866139732844,"#FFA500"
"M251.11","CD8","CCL5",8.36245511115489,"GZMK",6.27601685338302,"#FFA500"
"M252.92","CD8","CCL5",8.31696589107423,"GZMK",7.32113811398604,"#FFA500"
"M253.40","CD8","KLRB1",8.97856458333537,"CCL5",7.68564317952617,"#FFA500"
"M254.58","CD8","CCL5",8.39182370309614,"GZMK",7.78912213240129,"#FFA500"
"M255.46","CD8","CCL5",7.34304907735626,"IL7R",4.75177115908325,"#FFA500"
"M256.95","CD8","CCL5",8.86681383397685,"TRAC",5.28338644742517,"#FFA500"
"M257.38","CD8","CCL5",6.96199190506491,"LYAR",3.86985214388522,"#FFA500"
"M258.29","CD8","CCL5",9.03662108388963,"CD8B",5.49927499399185,"#FFA500"
"M259.27","T","ANXA1",4.5093436412426,"LMNA",4.31442565182663,"#FFFF00"
"M260.92","CD8","CCL5",7.90320932059519,"GZMK",7.63450614186248,"#FFA500"
"M261.26","CD8","KLRB1",8.57068554187093,"CCL5",7.91360175790026,"#FFA500"
"M262.39","CD8","CCL5",8.73924537408949,"GZMK",7.83716519091508,"#FFA500"
"M263.16","CD8","KLRB1",9.25899102502802,"CCL5",7.84467872453199,"#FFA500"
"M264.59","CD8","CCL5",8.34981926258626,"IL7R",4.30094002214872,"#FFA500"
"M265.48","CD8","CCL5",8.64907270531192,"GZMK",7.6631536886305,"#FFA500"
"M266.21","CD8","CCL5",7.73768646559744,"KLRB1",5.99168306772491,"#FFA500"
"M267.75","CD8","CCL5",9.12978117152732,"KLRB1",8.19041391176487,"#FFA500"
"M268.18","CD8","CCL5",9.41839643306698,"CMC1",8.56022071096701,"#FFA500"
"M269.90","CD8","KLRB1",8.03270737232848,"TNFAIP3",3.6444895080679,"#FFA500"
"M270.93","CD8","CCL5",8.02611006038535,"GZMK",7.03708858798681,"#FFA500"
"M271.14","CD8","KLRB1",9.13364030410812,"CCL5",7.9961186598477,"#FFA500"
"M272.76","CD8","CCL5",9.54307360599535,"KLRB1",8.11480820970411,"#FFA500"
"M273.16","CD8","CCL5",8.08227940620064,"GZMK",7.5639707594769,"#FFA500"
"M274.64","CD8","KLRB1",9.28672988545207,"CCL5",7.81863918241389,"#FFA500"
"M275.13","CD8","CCL5",7.96439156546454,"GZMK",6.04955383476117,"#FFA500"
"M276.04","CD8","CCL5",7.08097735568411,"CD8B",4.41785324746014,"#FFA500"
"M277.83","CD8","CCL5",8.83140366481726,"CCL4",7.51435437300695,"#FFA500"
"M278.97","T","CCL5",3.40622032839042,"CD3D",3.34176148862118,"#FFFF00"
"M279.08","CD8","CCL5",8.0633763033075,"GZMK",5.14657331635904,"#FFA500"
"M280.52","CD8","CCL5",7.91449906640719,"NKG7",7.5396813219018,"#FFA500"
"M281.31","CD8","KLRB1",8.60756526335811,"CCL5",7.86075655651033,"#FFA500"
"M282.88","CD8","CCL5",8.51839912771932,"NKG7",7.60474042596334,"#FFA500"
"M283.04","CD8","KLRB1",9.07484059106287,"CCL5",7.86411142237294,"#FFA500"
"M284.64","CD8","CCL5",8.08257356441937,"DUSP2",5.53858135454705,"#FFA500"
"M285.56","CD8","CCL5",8.20597271263355,"GZMK",7.1181740881169,"#FFA500"
"M286.55","CD8","CCL5",8.89646973780166,"NKG7",8.12868312948543,"#FFA500"
"M287.45","CD8","KLRB1",9.05323661650645,"GNLY",7.91131322021121,"#FFA500"
"M288.05","CD8","CCL5",8.0088870243697,"IL7R",5.1361345339157,"#FFA500"
"M289.04","CD8","CCL5",8.02921775187417,"KLRB1",7.52022546345496,"#FFA500"
"M290.72","CD8","KLRB1",8.02692570590756,"CCL5",5.30390399331997,"#FFA500"
"M291.06","CD8","KLRB1",8.49664159654638,"CCL5",7.99783481760679,"#FFA500"
"M292.26","CD8","KLRB1",8.94741677978258,"CCL5",7.92422841913244,"#FFA500"
"M293.24","CD8","CCL5",8.21939547944841,"GZMK",7.64306758696074,"#FFA500"
"M294.50","CD8","CCL5",7.73946313486133,"DUSP2",4.54197798130512,"#FFA500"
"M295.93","CD8","CCL5",7.80660222091929,"GZMK",7.404023120593,"#FFA500"
"M296.00","CD8","CCL5",7.70178417828159,"LYAR",4.12002067510495,"#FFA500"
"M297.73","CD8","CCL4",10.0694508347793,"CCL5",9.36090952666633,"#FFA500"
"M298.52","CD8","CCL5",5.37730438700936,"LYAR",4.15092666880389,"#FFA500"
"M299.04","CD8","CCL5",8.2886310693119,"GZMK",5.8563396045391,"#FFA500"
"M300.13","CD8","CCL5",8.84264488027486,"KLRB1",8.47901419294088,"#FFA500"
"M301.10","CD8","CCL5",7.1879653535466,"NKG7",6.48316654813394,"#FFA500"
